Reporter	Partner	Item	Element	Year	Unit	Value	Flag
Panama	Costa Rica	Cattle	Export Value	2008	1000 US$	26	Official data
Panama	Costa Rica	Cattle	Export Value	2009	1000 US$	84	Official data
Panama	Ecuador	Cattle	Export Quantity	1986	Head	700	Official data
Panama	Ecuador	Cattle	Export Value	1986	1000 US$	467	Official data
Panama	Guatemala	Cattle	Import Quantity	1994	Head	10	Official data
Panama	Guatemala	Cattle	Import Quantity	1996	Head	12	Official data
Panama	Guatemala	Cattle	Import Quantity	1998	Head	1	Official data
Panama	Guatemala	Cattle	Import Quantity	2000	Head	3	Official data
Panama	Guatemala	Cattle	Import Quantity	2004	Head	4	Official data
Panama	Guatemala	Cattle	Import Quantity	2007	Head	22	Official data
Panama	Guatemala	Cattle	Import Quantity	2009	Head	100	Official data
Panama	Guatemala	Cattle	Import Value	1994	1000 US$	14	Official data
Panama	Guatemala	Cattle	Import Value	1996	1000 US$	10	Official data
Panama	Guatemala	Cattle	Import Value	1998	1000 US$	4	Official data
Panama	Guatemala	Cattle	Import Value	2000	1000 US$	3	Official data
Panama	Guatemala	Cattle	Import Value	2004	1000 US$	2	Official data
Panama	Guatemala	Cattle	Import Value	2007	1000 US$	56	Official data
Panama	Guatemala	Cattle	Import Value	2009	1000 US$	143	Official data
Panama	Guatemala	Cattle	Export Quantity	2003	Head	345	Official data
Panama	Guatemala	Cattle	Export Quantity	2005	Head	5341	Official data
Panama	Guatemala	Cattle	Export Quantity	2006	Head	10662	Official data
Panama	Guatemala	Cattle	Export Quantity	2007	Head	3801	Official data
Panama	Guatemala	Cattle	Export Value	2003	1000 US$	609	Official data
Panama	Guatemala	Cattle	Export Value	2005	1000 US$	9802	Official data
Panama	Guatemala	Cattle	Export Value	2006	1000 US$	19581	Official data
Panama	Guatemala	Cattle	Export Value	2007	1000 US$	7192	Official data
Panama	Mexico	Cattle	Import Quantity	1986	Head	20	Official data
Panama	Mexico	Cattle	Import Quantity	1987	Head	16	Official data
Panama	Mexico	Cattle	Import Quantity	1997	Head	7	Official data
Panama	Mexico	Cattle	Import Quantity	2000	Head	9	Official data
Panama	Mexico	Cattle	Import Quantity	2001	Head	31	Official data
Panama	Mexico	Cattle	Import Quantity	2004	Head	45	Official data
Panama	Mexico	Cattle	Import Quantity	2008	Head	35	Official data
Panama	Mexico	Cattle	Import Quantity	2009	Head	122	Official data
Panama	Mexico	Cattle	Import Value	1986	1000 US$	8	Official data
Panama	Mexico	Cattle	Import Value	1987	1000 US$	11	Official data
Panama	Mexico	Cattle	Import Value	1997	1000 US$	52	Official data
Panama	Mexico	Cattle	Import Value	2000	1000 US$	12	Official data
Panama	Mexico	Cattle	Import Value	2001	1000 US$	33	Official data
Panama	Mexico	Cattle	Import Value	2004	1000 US$	56	Official data
Panama	Mexico	Cattle	Import Value	2008	1000 US$	295	Official data
Panama	Mexico	Cattle	Import Value	2009	1000 US$	214	Official data
Panama	Mexico	Cattle	Export Quantity	1988	Head	1500	Official data
Panama	Mexico	Cattle	Export Quantity	1989	Head	4020	Official data
Panama	Mexico	Cattle	Export Quantity	1990	Head	1350	Official data
Panama	Mexico	Cattle	Export Quantity	1994	Head	287	Official data
Panama	Mexico	Cattle	Export Quantity	2000	Head	4985	Unofficial figure                                 
Panama	Mexico	Cattle	Export Quantity	2001	Head	3280	Official data
Panama	Mexico	Cattle	Export Quantity	2002	Head	1500	Official data
Panama	Mexico	Cattle	Export Value	1988	1000 US$	569	Official data
Panama	Mexico	Cattle	Export Value	1989	1000 US$	1610	Official data
Panama	Mexico	Cattle	Export Value	1990	1000 US$	563	Official data
Panama	Mexico	Cattle	Export Value	1994	1000 US$	444	Official data
Panama	Mexico	Cattle	Export Value	2000	1000 US$	8517	Official data
Panama	Mexico	Cattle	Export Value	2001	1000 US$	5976	Official data
Panama	Mexico	Cattle	Export Value	2002	1000 US$	2712	Official data
Panama	Nicaragua	Cattle	Import Quantity	1999	Head	3	Official data
Panama	Nicaragua	Cattle	Import Quantity	2000	Head	23	Official data
Panama	Nicaragua	Cattle	Import Quantity	2001	Head	56	Official data
Panama	Nicaragua	Cattle	Import Quantity	2002	Head	4	Official data
Panama	Nicaragua	Cattle	Import Quantity	2003	Head	12	Official data
Panama	Nicaragua	Cattle	Import Quantity	2006	Head	11	Official data
Panama	Nicaragua	Cattle	Import Value	1999	1000 US$	3	Official data
Panama	Nicaragua	Cattle	Import Value	2000	1000 US$	14	Official data
Panama	Nicaragua	Cattle	Import Value	2001	1000 US$	27	Official data
Panama	Nicaragua	Cattle	Import Value	2002	1000 US$	1	Official data
Panama	Nicaragua	Cattle	Import Value	2003	1000 US$	32	Official data
Panama	Nicaragua	Cattle	Import Value	2006	1000 US$	51	Official data
Panama	Nicaragua	Cattle	Export Quantity	1992	Head	78	Official data
Panama	Nicaragua	Cattle	Export Quantity	1993	Head	50	Official data
Panama	Nicaragua	Cattle	Export Quantity	1994	Head	158	Official data
Panama	Nicaragua	Cattle	Export Quantity	1996	Head	10	Official data
Panama	Nicaragua	Cattle	Export Quantity	1997	Head	15	Official data
Panama	Nicaragua	Cattle	Export Quantity	1998	Head	299	Official data
Panama	Nicaragua	Cattle	Export Quantity	1999	Head	5587	Official data
Panama	Nicaragua	Cattle	Export Quantity	2000	Head	4607	Unofficial figure                                 
Panama	Nicaragua	Cattle	Export Quantity	2001	Head	16519	Official data
Panama	Nicaragua	Cattle	Export Quantity	2002	Head	4572	Official data
Panama	Nicaragua	Cattle	Export Quantity	2003	Head	7876	Official data
Panama	Nicaragua	Cattle	Export Quantity	2004	Head	4791	Official data
Panama	Nicaragua	Cattle	Export Quantity	2005	Head	3863	Official data
Panama	Nicaragua	Cattle	Export Quantity	2006	Head	2596	Official data
Panama	Nicaragua	Cattle	Export Quantity	2007	Head	294	Official data
Panama	Nicaragua	Cattle	Export Quantity	2008	Head	120	Official data
Panama	Nicaragua	Cattle	Export Quantity	2009	Head	23	Official data
Panama	Nicaragua	Cattle	Export Value	1992	1000 US$	39	Official data
Panama	Nicaragua	Cattle	Export Value	1993	1000 US$	60	Official data
Panama	Nicaragua	Cattle	Export Value	1994	1000 US$	159	Official data
Panama	Nicaragua	Cattle	Export Value	1996	1000 US$	5	Official data
Panama	Nicaragua	Cattle	Export Value	1997	1000 US$	10	Official data
Panama	Nicaragua	Cattle	Export Value	1998	1000 US$	547	Official data
Panama	Nicaragua	Cattle	Export Value	1999	1000 US$	10194	Official data
Panama	Nicaragua	Cattle	Export Value	2000	1000 US$	7954	Official data
Panama	Nicaragua	Cattle	Export Value	2001	1000 US$	30247	Official data
Panama	Nicaragua	Cattle	Export Value	2002	1000 US$	8544	Official data
Panama	Nicaragua	Cattle	Export Value	2003	1000 US$	14910	Official data
Panama	Nicaragua	Cattle	Export Value	2004	1000 US$	8234	Official data
Panama	Nicaragua	Cattle	Export Value	2005	1000 US$	7050	Official data
Panama	Nicaragua	Cattle	Export Value	2006	1000 US$	4599	Official data
Panama	Nicaragua	Cattle	Export Value	2007	1000 US$	595	Official data
Panama	Nicaragua	Cattle	Export Value	2008	1000 US$	165	Official data
Panama	Nicaragua	Cattle	Export Value	2009	1000 US$	114	Official data
Panama	Thailand	Cattle	Export Quantity	1991	Head	100	Official data
Panama	Thailand	Cattle	Export Value	1991	1000 US$	90	Official data
Panama	United States of America	Cattle	Import Quantity	1986	Head	691	Official data
Panama	United States of America	Cattle	Import Quantity	1987	Head	74	Official data
Panama	United States of America	Cattle	Import Quantity	1991	Head	3	Official data
Panama	United States of America	Cattle	Import Quantity	1992	Head	11	Official data
Panama	United States of America	Cattle	Import Quantity	1993	Head	12	Official data
Panama	United States of America	Cattle	Import Quantity	1994	Head	45	Official data
Panama	United States of America	Cattle	Import Quantity	1996	Head	22	Official data
Panama	United States of America	Cattle	Import Quantity	1997	Head	12	Official data
Panama	United States of America	Cattle	Import Quantity	1998	Head	77	Official data
Panama	United States of America	Cattle	Import Quantity	1999	Head	23	Official data
Panama	United States of America	Cattle	Import Quantity	2000	Head	114	Official data
Panama	United States of America	Cattle	Import Quantity	2001	Head	77	Official data
Panama	United States of America	Cattle	Import Quantity	2002	Head	186	Official data
Panama	United States of America	Cattle	Import Quantity	2003	Head	382	Official data
Panama	United States of America	Cattle	Import Quantity	2008	Head	145	Official data
Panama	United States of America	Cattle	Import Quantity	2009	Head	195	Official data
Panama	United States of America	Cattle	Import Value	1986	1000 US$	164	Official data
Panama	United States of America	Cattle	Import Value	1987	1000 US$	147	Official data
Panama	United States of America	Cattle	Import Value	1991	1000 US$	27	Official data
Panama	United States of America	Cattle	Import Value	1992	1000 US$	27	Official data
Panama	United States of America	Cattle	Import Value	1993	1000 US$	36	Official data
Panama	United States of America	Cattle	Import Value	1994	1000 US$	72	Official data
Panama	United States of America	Cattle	Import Value	1996	1000 US$	79	Official data
Panama	United States of America	Cattle	Import Value	1997	1000 US$	40	Official data
Panama	United States of America	Cattle	Import Value	1998	1000 US$	125	Official data
Panama	United States of America	Cattle	Import Value	1999	1000 US$	81	Official data
Panama	United States of America	Cattle	Import Value	2000	1000 US$	317	Official data
Panama	United States of America	Cattle	Import Value	2001	1000 US$	223	Official data
Panama	United States of America	Cattle	Import Value	2002	1000 US$	172	Official data
Panama	United States of America	Cattle	Import Value	2003	1000 US$	486	Official data
Panama	United States of America	Cattle	Import Value	2008	1000 US$	590	Official data
Panama	United States of America	Cattle	Import Value	2009	1000 US$	731	Official data
Czech Republic	Belgium-Luxembourg	Cattle	Import Quantity	1993	Head	7	Official data
Czech Republic	Belgium-Luxembourg	Cattle	Import Quantity	1998	Head	1	Official data
Czech Republic	Belgium-Luxembourg	Cattle	Import Quantity	1999	Head	3	Official data
Czech Republic	Belgium-Luxembourg	Cattle	Import Value	1993	1000 US$	35	Official data
Czech Republic	Belgium-Luxembourg	Cattle	Import Value	1998	1000 US$	1	Official data
Czech Republic	Belgium-Luxembourg	Cattle	Import Value	1999	1000 US$	10	Official data
Czech Republic	Belgium-Luxembourg	Cattle	Export Quantity	1993	Head	203	Official data
Czech Republic	Belgium-Luxembourg	Cattle	Export Quantity	1994	Head	100	Official data
Czech Republic	Belgium-Luxembourg	Cattle	Export Quantity	1996	Head	184	Official data
Czech Republic	Belgium-Luxembourg	Cattle	Export Quantity	1997	Head	63	Official data
Czech Republic	Belgium-Luxembourg	Cattle	Export Quantity	1998	Head	190	Official data
Czech Republic	Belgium-Luxembourg	Cattle	Export Value	1993	1000 US$	113	Official data
Czech Republic	Belgium-Luxembourg	Cattle	Export Value	1994	1000 US$	47	Official data
Czech Republic	Belgium-Luxembourg	Cattle	Export Value	1996	1000 US$	65	Official data
Czech Republic	Belgium-Luxembourg	Cattle	Export Value	1997	1000 US$	28	Official data
Czech Republic	Belgium-Luxembourg	Cattle	Export Value	1998	1000 US$	51	Official data
Czech Republic	Canada	Cattle	Import Quantity	1993	Head	172	Official data
Pakistan	Qatar	Cattle	Export Quantity	2002	Head	40	Official data
Pakistan	Qatar	Cattle	Export Value	1991	1000 US$	1	Official data
Pakistan	Qatar	Cattle	Export Value	2000	1000 US$	8	Official data
Pakistan	Qatar	Cattle	Export Value	2001	1000 US$	31	Official data
Pakistan	Qatar	Cattle	Export Value	2002	1000 US$	32	Official data
Pakistan	Saudi Arabia	Cattle	Export Quantity	1991	Head	5	Official data
Pakistan	Saudi Arabia	Cattle	Export Quantity	2003	Head	158	Official data
Pakistan	Saudi Arabia	Cattle	Export Value	1991	1000 US$	7	Official data
Pakistan	Saudi Arabia	Cattle	Export Value	2003	1000 US$	18	Official data
Pakistan	South Africa	Cattle	Export Quantity	2005	Head	2	Official data
Pakistan	Oman	Cattle	Export Quantity	1992	Head	2	Official data
Pakistan	United Kingdom	Cattle	Import Quantity	1996	Head	24	Official data
Pakistan	United Kingdom	Cattle	Import Quantity	2004	Head	2	Official data
Pakistan	United Kingdom	Cattle	Import Quantity	2005	Head	2	Official data
Pakistan	United Kingdom	Cattle	Import Quantity	2006	Head	6	Official data
Pakistan	United Kingdom	Cattle	Import Quantity	2007	Head	11	Official data
Pakistan	United Kingdom	Cattle	Import Quantity	2008	Head	7	Official data
Pakistan	United Kingdom	Cattle	Import Value	2004	1000 US$	2	Official data
Pakistan	United Kingdom	Cattle	Import Value	2005	1000 US$	2	Official data
Pakistan	United Kingdom	Cattle	Import Value	2006	1000 US$	6	Official data
Pakistan	United Kingdom	Cattle	Import Value	2007	1000 US$	7	Official data
Pakistan	United Kingdom	Cattle	Import Value	2008	1000 US$	6	Official data
Pakistan	United Kingdom	Cattle	Export Quantity	2007	Head	14	Official data
Pakistan	United Kingdom	Cattle	Export Value	2007	1000 US$	11	Official data
Pakistan	Unspecified	Cattle	Import Quantity	2009	Head	1	Official data
Pakistan	Unspecified	Cattle	Import Value	2009	1000 US$	1	Official data
Pakistan	Unspecified	Cattle	Export Quantity	2008	Head	28	Official data
Pakistan	Unspecified	Cattle	Export Quantity	2009	Head	175	Official data
Pakistan	Unspecified	Cattle	Export Value	2008	1000 US$	11	Official data
Pakistan	Unspecified	Cattle	Export Value	2009	1000 US$	82	Official data
Panama	Colombia	Cattle	Import Quantity	2006	Head	3	Official data
Panama	Colombia	Cattle	Import Value	2006	1000 US$	3	Official data
Panama	Colombia	Cattle	Export Quantity	1987	Head	400	Official data
Panama	Colombia	Cattle	Export Quantity	1988	Head	350	Official data
Panama	Colombia	Cattle	Export Value	1987	1000 US$	92	Official data
Panama	Colombia	Cattle	Export Value	1988	1000 US$	167	Official data
Panama	El Salvador	Cattle	Export Quantity	1993	Head	131	Official data
Panama	El Salvador	Cattle	Export Quantity	1997	Head	6	Official data
Panama	El Salvador	Cattle	Export Quantity	2003	Head	67	Official data
Panama	El Salvador	Cattle	Export Quantity	2005	Head	50	Official data
Panama	El Salvador	Cattle	Export Value	1993	1000 US$	41	Official data
Panama	El Salvador	Cattle	Export Value	1997	1000 US$	3	Official data
Panama	El Salvador	Cattle	Export Value	2003	1000 US$	123	Official data
Panama	El Salvador	Cattle	Export Value	2005	1000 US$	92	Official data
Panama	French Guiana	Cattle	Export Quantity	1986	Head	100	Official data
Panama	French Guiana	Cattle	Export Value	1986	1000 US$	195	Official data
Panama	Honduras	Cattle	Import Quantity	1999	Head	12	Official data
Panama	Honduras	Cattle	Import Quantity	2005	Head	2	Official data
Panama	Honduras	Cattle	Import Value	1999	1000 US$	40	Official data
Panama	Honduras	Cattle	Import Value	2005	1000 US$	3	Official data
Panama	Honduras	Cattle	Export Quantity	1996	Head	1820	Official data
Panama	Honduras	Cattle	Export Quantity	1997	Head	7580	Official data
Panama	Honduras	Cattle	Export Quantity	1998	Head	960	Official data
Panama	Honduras	Cattle	Export Quantity	2000	Head	79	Unofficial figure                                 
Panama	Honduras	Cattle	Export Quantity	2002	Head	1097	Official data
Panama	Honduras	Cattle	Export Quantity	2003	Head	608	Official data
Panama	Honduras	Cattle	Export Quantity	2004	Head	1673	Official data
Panama	Honduras	Cattle	Export Quantity	2005	Head	2322	Official data
Panama	Honduras	Cattle	Export Quantity	2006	Head	3614	Official data
Panama	Honduras	Cattle	Export Quantity	2007	Head	4872	Official data
Panama	Honduras	Cattle	Export Quantity	2008	Head	391	Official data
Panama	Honduras	Cattle	Export Value	1996	1000 US$	2644	Official data
Panama	Honduras	Cattle	Export Value	1997	1000 US$	11117	Official data
Panama	Honduras	Cattle	Export Value	1998	1000 US$	1315	Official data
Panama	Honduras	Cattle	Export Value	2000	1000 US$	132	Official data
Panama	Honduras	Cattle	Export Value	2002	1000 US$	2053	Official data
Panama	Honduras	Cattle	Export Value	2003	1000 US$	1181	Official data
Panama	Honduras	Cattle	Export Value	2004	1000 US$	2964	Official data
Panama	Honduras	Cattle	Export Value	2005	1000 US$	4256	Official data
Panama	Honduras	Cattle	Export Value	2006	1000 US$	6438	Official data
Panama	Honduras	Cattle	Export Value	2007	1000 US$	8405	Official data
Panama	Honduras	Cattle	Export Value	2008	1000 US$	287	Official data
Panama	Peru	Cattle	Export Quantity	1986	Head	1000	Official data
Panama	Peru	Cattle	Export Quantity	1987	Head	5800	Official data
Panama	Peru	Cattle	Export Quantity	1988	Head	6239	Official data
Panama	Peru	Cattle	Export Quantity	1989	Head	1152	Official data
Panama	Peru	Cattle	Export Quantity	1990	Head	890	Official data
Panama	Peru	Cattle	Export Quantity	1998	Head	80	Official data
Panama	Peru	Cattle	Export Value	1986	1000 US$	471	Official data
Panama	Peru	Cattle	Export Value	1987	1000 US$	2198	Official data
Panama	Peru	Cattle	Export Value	1988	1000 US$	4718	Official data
Panama	Peru	Cattle	Export Value	1989	1000 US$	732	Official data
Panama	Peru	Cattle	Export Value	1990	1000 US$	1027	Official data
Panama	Peru	Cattle	Export Value	1998	1000 US$	392	Official data
Panama	Spain	Cattle	Export Quantity	2007	Head	105	Official data
Panama	Spain	Cattle	Export Value	2007	1000 US$	193	Official data
Panama	Venezuela (Bolivarian Republic of)	Cattle	Export Quantity	1992	Head	60	Official data
Panama	Venezuela (Bolivarian Republic of)	Cattle	Export Value	1992	1000 US$	75	Official data
Czech Republic	Armenia	Cattle	Export Quantity	2008	Head	33	Official data
Czech Republic	Armenia	Cattle	Export Value	2008	1000 US$	69	Official data
Czech Republic	Albania	Cattle	Export Quantity	2001	Head	254	Official data
Czech Republic	Albania	Cattle	Export Quantity	2002	Head	2246	Official data
Czech Republic	Albania	Cattle	Export Quantity	2003	Head	2021	Official data
Czech Republic	Albania	Cattle	Export Quantity	2006	Head	32	Official data
Czech Republic	Albania	Cattle	Export Quantity	2009	Head	75	Official data
Czech Republic	Albania	Cattle	Export Value	2001	1000 US$	69	Official data
Czech Republic	Albania	Cattle	Export Value	2002	1000 US$	656	Official data
Czech Republic	Albania	Cattle	Export Value	2003	1000 US$	344	Official data
Czech Republic	Albania	Cattle	Export Value	2006	1000 US$	23	Official data
Czech Republic	Albania	Cattle	Export Value	2009	1000 US$	51	Official data
Czech Republic	Australia	Cattle	Import Quantity	1995	Head	58	Official data
Czech Republic	Australia	Cattle	Import Value	1995	1000 US$	59	Official data
Czech Republic	Austria	Cattle	Import Quantity	1993	Head	10	Official data
Czech Republic	Austria	Cattle	Import Quantity	1994	Head	74	Official data
Czech Republic	Austria	Cattle	Import Quantity	1995	Head	2624	Official data
Czech Republic	Austria	Cattle	Import Quantity	1996	Head	2919	Official data
Czech Republic	Austria	Cattle	Import Quantity	1997	Head	1222	Official data
Czech Republic	Austria	Cattle	Import Quantity	1998	Head	956	Official data
Czech Republic	Austria	Cattle	Import Quantity	1999	Head	1017	Official data
Czech Republic	Austria	Cattle	Import Quantity	2000	Head	322	Official data
Czech Republic	Austria	Cattle	Import Quantity	2001	Head	121	Official data
Czech Republic	Austria	Cattle	Import Quantity	2003	Head	19	Official data
Czech Republic	Austria	Cattle	Import Quantity	2004	Head	2	Official data
Czech Republic	Austria	Cattle	Import Quantity	2005	Head	53	Official data
Czech Republic	Austria	Cattle	Import Quantity	2006	Head	172	Official data
Czech Republic	Austria	Cattle	Import Quantity	2007	Head	26	Official data
Czech Republic	Austria	Cattle	Import Quantity	2008	Head	11	Official data
Czech Republic	Austria	Cattle	Import Quantity	2009	Head	52	Official data
Czech Republic	Austria	Cattle	Import Value	1993	1000 US$	13	Official data
Czech Republic	Austria	Cattle	Import Value	1994	1000 US$	95	Official data
Czech Republic	Austria	Cattle	Import Value	1995	1000 US$	1854	Official data
Czech Republic	Austria	Cattle	Import Value	1996	1000 US$	2175	Official data
Czech Republic	Austria	Cattle	Import Value	1997	1000 US$	606	Official data
Czech Republic	Austria	Cattle	Import Value	1998	1000 US$	735	Official data
Czech Republic	Austria	Cattle	Import Value	1999	1000 US$	585	Official data
Czech Republic	Austria	Cattle	Import Value	2000	1000 US$	286	Official data
Czech Republic	Austria	Cattle	Import Value	2001	1000 US$	94	Official data
Czech Republic	Austria	Cattle	Import Value	2003	1000 US$	49	Official data
Czech Republic	Austria	Cattle	Import Value	2004	1000 US$	6	Official data
Czech Republic	Austria	Cattle	Import Value	2005	1000 US$	29	Official data
Czech Republic	Austria	Cattle	Import Value	2006	1000 US$	161	Official data
Czech Republic	Austria	Cattle	Import Value	2007	1000 US$	59	Official data
Czech Republic	Austria	Cattle	Import Value	2008	1000 US$	38	Official data
Czech Republic	Austria	Cattle	Import Value	2009	1000 US$	66	Official data
Czech Republic	Austria	Cattle	Export Quantity	1993	Head	54	Official data
Czech Republic	Austria	Cattle	Export Quantity	1995	Head	2	Official data
Czech Republic	Austria	Cattle	Export Quantity	1996	Head	158	Official data
Czech Republic	Austria	Cattle	Export Quantity	1997	Head	38	Official data
Czech Republic	Austria	Cattle	Export Quantity	1998	Head	930	Official data
Czech Republic	Austria	Cattle	Export Quantity	1999	Head	149	Official data
Czech Republic	Austria	Cattle	Export Quantity	2000	Head	14	Official data
Czech Republic	Austria	Cattle	Export Quantity	2001	Head	37	Official data
Czech Republic	Austria	Cattle	Export Quantity	2002	Head	82	Official data
Czech Republic	Austria	Cattle	Export Quantity	2003	Head	107	Official data
Czech Republic	Austria	Cattle	Export Quantity	2004	Head	7096	Official data
Czech Republic	Austria	Cattle	Export Quantity	2005	Head	25719	Official data
Czech Republic	Austria	Cattle	Export Quantity	2006	Head	22550	Official data
Czech Republic	Austria	Cattle	Export Quantity	2007	Head	30134	Official data
Czech Republic	Austria	Cattle	Export Quantity	2008	Head	38839	Unofficial figure                                 
Czech Republic	Austria	Cattle	Export Quantity	2009	Head	49278	Official data
Czech Republic	Austria	Cattle	Export Value	1993	1000 US$	38	Official data
Czech Republic	Austria	Cattle	Export Value	1995	1000 US$	1	Official data
Czech Republic	Austria	Cattle	Export Value	1996	1000 US$	103	Official data
Czech Republic	Austria	Cattle	Export Value	1997	1000 US$	30	Official data
Czech Republic	Austria	Cattle	Export Value	1998	1000 US$	274	Official data
Czech Republic	Austria	Cattle	Export Value	1999	1000 US$	47	Official data
Czech Republic	Austria	Cattle	Export Value	2000	1000 US$	13	Official data
Czech Republic	Austria	Cattle	Export Value	2001	1000 US$	22	Official data
Czech Republic	Austria	Cattle	Export Value	2002	1000 US$	25	Official data
Czech Republic	Austria	Cattle	Export Value	2003	1000 US$	77	Official data
Czech Republic	Austria	Cattle	Export Value	2004	1000 US$	7408	Official data
Czech Republic	Austria	Cattle	Export Value	2005	1000 US$	29507	Official data
Czech Republic	Austria	Cattle	Export Value	2006	1000 US$	27521	Official data
Czech Republic	Austria	Cattle	Export Value	2007	1000 US$	37873	Official data
Czech Republic	Austria	Cattle	Export Value	2008	1000 US$	58355	Official data
Czech Republic	Austria	Cattle	Export Value	2009	1000 US$	59903	Official data
Czech Republic	Bulgaria	Cattle	Export Quantity	1994	Head	2026	Official data
Czech Republic	Bulgaria	Cattle	Export Quantity	2004	Head	2	Official data
Czech Republic	Bulgaria	Cattle	Export Quantity	2007	Head	67	Official data
Czech Republic	Bulgaria	Cattle	Export Quantity	2008	Head	150	Official data
Czech Republic	Bulgaria	Cattle	Export Value	2004	1000 US$	1	Official data
Czech Republic	Bulgaria	Cattle	Export Value	2007	1000 US$	140	Official data
Czech Republic	Bulgaria	Cattle	Export Value	2008	1000 US$	386	Official data
Czech Republic	Denmark	Cattle	Import Quantity	1993	Head	54	Official data
Czech Republic	Denmark	Cattle	Import Quantity	1994	Head	214	Official data
Czech Republic	Denmark	Cattle	Import Quantity	1995	Head	1620	Official data
Czech Republic	Denmark	Cattle	Import Quantity	1996	Head	327	Official data
Czech Republic	Denmark	Cattle	Import Quantity	1997	Head	16	Official data
Czech Republic	Denmark	Cattle	Import Quantity	2003	Head	22	Official data
Czech Republic	Denmark	Cattle	Import Quantity	2005	Head	5	Official data
Czech Republic	Denmark	Cattle	Import Quantity	2006	Head	7	Official data
Czech Republic	Denmark	Cattle	Import Quantity	2007	Head	27	Official data
Czech Republic	Denmark	Cattle	Import Quantity	2008	Head	25	Official data
Czech Republic	Denmark	Cattle	Import Quantity	2009	Head	9	Official data
Czech Republic	Denmark	Cattle	Import Value	1993	1000 US$	84	Official data
Czech Republic	Denmark	Cattle	Import Value	1994	1000 US$	310	Official data
Czech Republic	Denmark	Cattle	Import Value	1995	1000 US$	3005	Official data
Czech Republic	Denmark	Cattle	Import Value	1996	1000 US$	557	Official data
Czech Republic	Denmark	Cattle	Import Value	1997	1000 US$	20	Official data
Czech Republic	Denmark	Cattle	Import Value	2003	1000 US$	48	Official data
Czech Republic	Denmark	Cattle	Import Value	2005	1000 US$	19	Official data
Czech Republic	Denmark	Cattle	Import Value	2006	1000 US$	23	Official data
Czech Republic	Denmark	Cattle	Import Value	2007	1000 US$	93	Official data
Czech Republic	Denmark	Cattle	Import Value	2008	1000 US$	113	Official data
Czech Republic	Denmark	Cattle	Import Value	2009	1000 US$	47	Official data
Czech Republic	Denmark	Cattle	Export Quantity	2004	Head	24	Official data
Czech Republic	Denmark	Cattle	Export Quantity	2005	Head	19	Official data
Czech Republic	Denmark	Cattle	Export Value	2004	1000 US$	22	Official data
Czech Republic	Denmark	Cattle	Export Value	2005	1000 US$	18	Official data
Czech Republic	Egypt	Cattle	Export Quantity	1997	Head	1153	Official data
Czech Republic	Egypt	Cattle	Export Quantity	2000	Head	67	Official data
Czech Republic	Egypt	Cattle	Export Value	1997	1000 US$	510	Official data
Czech Republic	Egypt	Cattle	Export Value	2000	1000 US$	49	Official data
Czech Republic	Ethiopia PDR	Cattle	Export Quantity	1993	Head	48	Official data
Czech Republic	Ethiopia PDR	Cattle	Export Value	1993	1000 US$	15	Official data
Czech Republic	Finland	Cattle	Export Quantity	2005	Head	1	Official data
Czech Republic	France	Cattle	Import Quantity	1993	Head	1621	Official data
Czech Republic	France	Cattle	Import Quantity	1994	Head	4413	Official data
Czech Republic	France	Cattle	Import Quantity	1995	Head	5745	Official data
Czech Republic	France	Cattle	Import Quantity	1996	Head	3112	Official data
Czech Republic	France	Cattle	Import Quantity	1997	Head	159	Official data
Czech Republic	France	Cattle	Import Quantity	1998	Head	19	Official data
Czech Republic	France	Cattle	Import Quantity	1999	Head	5	Official data
Czech Republic	France	Cattle	Import Quantity	2000	Head	34	Official data
Czech Republic	France	Cattle	Import Quantity	2002	Head	2	Official data
Czech Republic	France	Cattle	Import Quantity	2003	Head	171	Official data
Czech Republic	France	Cattle	Import Quantity	2004	Head	396	Official data
Czech Republic	France	Cattle	Import Quantity	2005	Head	143	Official data
Czech Republic	France	Cattle	Import Quantity	2006	Head	5	Official data
Czech Republic	France	Cattle	Import Quantity	2007	Head	86	Official data
Czech Republic	France	Cattle	Import Quantity	2008	Head	34	Official data
Czech Republic	France	Cattle	Import Quantity	2009	Head	36	Official data
Czech Republic	France	Cattle	Import Value	1993	1000 US$	2110	Official data
Czech Republic	France	Cattle	Import Value	1994	1000 US$	6334	Official data
Czech Republic	France	Cattle	Import Value	1995	1000 US$	9927	Official data
Czech Republic	France	Cattle	Import Value	1996	1000 US$	5340	Official data
Czech Republic	France	Cattle	Import Value	1997	1000 US$	341	Official data
Czech Republic	France	Cattle	Import Value	1998	1000 US$	93	Official data
Czech Republic	France	Cattle	Import Value	1999	1000 US$	26	Official data
Czech Republic	France	Cattle	Import Value	2000	1000 US$	41	Official data
Czech Republic	France	Cattle	Import Value	2002	1000 US$	7	Official data
Czech Republic	France	Cattle	Import Value	2003	1000 US$	286	Official data
Czech Republic	France	Cattle	Import Value	2004	1000 US$	621	Official data
Czech Republic	France	Cattle	Import Value	2005	1000 US$	495	Official data
Czech Republic	France	Cattle	Import Value	2006	1000 US$	34	Official data
Czech Republic	France	Cattle	Import Value	2007	1000 US$	279	Official data
Czech Republic	France	Cattle	Import Value	2008	1000 US$	168	Official data
Czech Republic	France	Cattle	Import Value	2009	1000 US$	150	Official data
Czech Republic	France	Cattle	Export Quantity	1993	Head	293	Official data
